item_id,channel,recommended_warehouse,horizon,forecast_days,total_forecasted_demand,safety_stock,reorder_point,economic_order_quantity (EOQ)
ER0600,Offline,central_offline_wh,1-Month,30,109.0,56,201,133
ER0600,Offline,central_offline_wh,3-Month,90,312.0,56,195,130
ER0600,Offline,central_offline_wh,6-Month,183,632.0,56,194,130
ER0600,Web,central_online_wh,1-Month,30,309.0,85,497,224
ER0600,Web,central_online_wh,3-Month,90,923.0,86,497,223
ER0600,Web,central_online_wh,6-Month,183,1859.0,87,493,222
ER0603,App,central_online_wh,1-Month,30,0.0,0,0,10
ER0603,App,central_online_wh,3-Month,90,0.0,0,0,10
ER0603,App,central_online_wh,6-Month,183,0.0,0,0,10
ER0603,Offline,central_offline_wh,1-Month,30,26.0,7,42,65
ER0603,Offline,central_offline_wh,3-Month,90,78.0,7,41,65
ER0603,Offline,central_offline_wh,6-Month,183,156.0,7,41,64
ER0603,Web,central_online_wh,1-Month,30,14.0,6,25,48
ER0603,Web,central_online_wh,3-Month,90,39.0,6,23,46
ER0603,Web,central_online_wh,6-Month,183,80.0,6,23,46
ER0607,App,central_online_wh,1-Month,30,13.0,6,23,46
ER0607,App,central_online_wh,3-Month,90,39.0,6,23,46
ER0607,App,central_online_wh,6-Month,183,79.0,6,23,46
ER0607,Offline,central_offline_wh,1-Month,30,4.0,3,8,25
ER0607,Offline,central_offline_wh,3-Month,90,13.0,3,9,27
ER0607,Offline,central_offline_wh,6-Month,183,26.0,3,9,26
ER0607,Web,central_online_wh,1-Month,30,25.0,8,41,64
ER0607,Web,central_online_wh,3-Month,90,78.0,8,43,65
ER0607,Web,central_online_wh,6-Month,183,156.0,8,42,64
ER060,App,central_online_wh,1-Month,30,21.0,7,35,58
ER060,App,central_online_wh,3-Month,90,64.0,7,36,59
ER060,App,central_online_wh,6-Month,183,130.0,7,36,59
ER060,Offline,central_offline_wh,1-Month,30,12.0,8,24,44
ER060,Offline,central_offline_wh,3-Month,90,39.0,8,25,46
ER060,Offline,central_offline_wh,6-Month,183,78.0,8,25,46
ER060,Web,central_online_wh,1-Month,30,32.0,15,58,72
ER060,Web,central_online_wh,3-Month,90,102.0,15,61,74
ER060,Web,central_online_wh,6-Month,183,208.0,15,61,74
ER0612,App,central_online_wh,1-Month,30,0.0,0,0,10
ER0612,App,central_online_wh,3-Month,90,0.0,0,0,10
ER0612,App,central_online_wh,6-Month,183,0.0,0,0,10
ER0612,Offline,central_offline_wh,1-Month,30,37.0,15,64,77
ER0612,Offline,central_offline_wh,3-Month,90,104.0,15,61,75
ER0612,Offline,central_offline_wh,6-Month,183,211.0,15,61,75
ER0612,Web,central_online_wh,1-Month,30,12.0,9,25,44
ER0612,Web,central_online_wh,3-Month,90,39.0,10,27,46
ER0612,Web,central_online_wh,6-Month,183,78.0,9,27,46
ER0615,App,central_online_wh,1-Month,30,0.0,0,0,10
ER0615,App,central_online_wh,3-Month,90,0.0,0,0,10
ER0615,App,central_online_wh,6-Month,183,0.0,0,0,10
ER0615,Offline,central_offline_wh,1-Month,30,53.0,13,84,93
ER0615,Offline,central_offline_wh,3-Month,90,156.0,13,82,92
ER0615,Offline,central_offline_wh,6-Month,183,313.0,13,81,91
ER0615,Web,central_online_wh,1-Month,30,12.0,8,24,44
ER0615,Web,central_online_wh,3-Month,90,39.0,9,26,46
ER0615,Web,central_online_wh,6-Month,183,78.0,9,26,46
ER0616,App,central_online_wh,1-Month,30,0.0,0,0,10
ER0616,App,central_online_wh,3-Month,90,0.0,0,0,10
ER0616,App,central_online_wh,6-Month,183,0.0,0,0,10
ER0616,Offline,central_offline_wh,1-Month,30,0.0,0,0,10
ER0616,Offline,central_offline_wh,3-Month,90,0.0,0,0,10
ER0616,Offline,central_offline_wh,6-Month,183,0.0,0,0,10
ER0616,Web,central_online_wh,1-Month,30,0.0,0,0,10
ER0616,Web,central_online_wh,3-Month,90,0.0,0,0,10
ER0616,Web,central_online_wh,6-Month,183,0.0,0,0,10
ER0621,App,central_online_wh,1-Month,30,184.0,38,284,173
ER0621,App,central_online_wh,3-Month,90,559.0,38,286,174
ER0621,App,central_online_wh,6-Month,183,1122.0,38,284,173
ER0621,Offline,central_offline_wh,1-Month,30,13.0,7,24,46
ER0621,Offline,central_offline_wh,3-Month,90,39.0,6,24,46
ER0621,Offline,central_offline_wh,6-Month,183,79.0,6,24,46
ER0621,Web,central_online_wh,1-Month,30,197.0,100,363,179
ER0621,Web,central_online_wh,3-Month,90,585.0,98,358,178
ER0621,Web,central_online_wh,6-Month,183,1170.0,97,353,176
ER0622,App,central_online_wh,1-Month,30,16.0,11,32,51
ER0622,App,central_online_wh,3-Month,90,52.0,11,34,53
ER0622,App,central_online_wh,6-Month,183,104.0,11,34,53
ER0622,Offline,central_offline_wh,1-Month,30,71.0,31,126,107
ER0622,Offline,central_offline_wh,3-Month,90,208.0,30,122,106
ER0622,Offline,central_offline_wh,6-Month,183,416.0,30,121,105
ER0622,Web,central_online_wh,1-Month,30,8.0,7,18,36
ER0622,Web,central_online_wh,3-Month,90,26.0,7,19,37
ER0622,Web,central_online_wh,6-Month,183,52.0,7,19,37
ER0633,App,central_online_wh,1-Month,30,14.0,6,25,48
ER0633,App,central_online_wh,3-Month,90,39.0,6,23,46
ER0633,App,central_online_wh,6-Month,183,78.0,6,23,46
ER0633,Offline,central_offline_wh,1-Month,30,42.0,12,68,83
ER0633,Offline,central_offline_wh,3-Month,90,130.0,12,70,84
ER0633,Offline,central_offline_wh,6-Month,183,260.0,12,69,83
ER0633,Web,central_online_wh,1-Month,30,4.0,3,8,25
ER0633,Web,central_online_wh,3-Month,90,13.0,3,9,27
ER0633,Web,central_online_wh,6-Month,183,26.0,3,9,26
ER0639,App,central_online_wh,1-Month,30,20.0,18,45,57
ER0639,App,central_online_wh,3-Month,90,65.0,18,47,59
ER0639,App,central_online_wh,6-Month,183,130.0,18,46,59
ER0639,Offline,central_offline_wh,1-Month,30,0.0,0,0,10
ER0639,Offline,central_offline_wh,3-Month,90,0.0,0,0,10
ER0639,Offline,central_offline_wh,6-Month,183,0.0,0,0,10
ER0639,Web,central_online_wh,1-Month,30,67.0,27,116,104
ER0639,Web,central_online_wh,3-Month,90,208.0,27,119,106
ER0639,Web,central_online_wh,6-Month,183,416.0,27,118,105
ER063,App,central_online_wh,1-Month,30,13.0,5,23,46
ER063,App,central_online_wh,3-Month,90,39.0,5,23,46
ER063,App,central_online_wh,6-Month,183,78.0,5,22,46
ER063,Offline,central_offline_wh,1-Month,30,13.0,8,25,46
ER063,Offline,central_offline_wh,3-Month,90,39.0,8,25,46
ER063,Offline,central_offline_wh,6-Month,183,78.0,8,25,46
ER063,Web,central_online_wh,1-Month,30,0.0,0,0,10
ER063,Web,central_online_wh,3-Month,90,0.0,0,0,10
ER063,Web,central_online_wh,6-Month,183,0.0,0,0,10
ER0646,App,central_online_wh,1-Month,30,0.0,0,0,10
ER0646,App,central_online_wh,3-Month,90,0.0,0,0,10
ER0646,App,central_online_wh,6-Month,183,0.0,0,0,10
ER0646,Offline,central_offline_wh,1-Month,30,4.0,3,8,25
ER0646,Offline,central_offline_wh,3-Month,90,13.0,3,9,27
ER0646,Offline,central_offline_wh,6-Month,183,26.0,3,9,26
ER0646,Web,central_online_wh,1-Month,30,0.0,0,0,10
ER0646,Web,central_online_wh,3-Month,90,0.0,0,0,10
ER0646,Web,central_online_wh,6-Month,183,0.0,0,0,10
ER0649,App,central_online_wh,1-Month,30,8.0,7,18,36
ER0649,App,central_online_wh,3-Month,90,26.0,7,19,37
ER0649,App,central_online_wh,6-Month,183,52.0,7,19,37
ER0649,Offline,central_offline_wh,1-Month,30,4.0,4,9,25
ER0649,Offline,central_offline_wh,3-Month,90,13.0,4,9,27
ER0649,Offline,central_offline_wh,6-Month,183,26.0,4,9,26
ER0649,Web,central_online_wh,1-Month,30,25.0,12,45,64
ER0649,Web,central_online_wh,3-Month,90,78.0,12,46,65
ER0649,Web,central_online_wh,6-Month,183,157.0,12,46,65
ER0658,App,central_online_wh,1-Month,30,0.0,0,0,10
ER0658,App,central_online_wh,3-Month,90,0.0,0,0,10
ER0658,App,central_online_wh,6-Month,183,0.0,0,0,10
ER0658,Offline,central_offline_wh,1-Month,30,20.0,12,39,57
ER0658,Offline,central_offline_wh,3-Month,90,65.0,12,41,59
ER0658,Offline,central_offline_wh,6-Month,183,130.0,12,41,59
ER0658,Web,central_online_wh,1-Month,30,5.0,4,11,28
ER0658,Web,central_online_wh,3-Month,90,13.0,4,9,27
ER0658,Web,central_online_wh,6-Month,183,27.0,4,10,27
ER0661,App,central_online_wh,1-Month,30,82.0,18,127,115
ER0661,App,central_online_wh,3-Month,90,247.0,18,128,116
ER0661,App,central_online_wh,6-Month,183,498.0,18,127,115
ER0661,Offline,central_offline_wh,1-Month,30,65.0,41,128,103
ER0661,Offline,central_offline_wh,3-Month,90,207.0,42,134,106
ER0661,Offline,central_offline_wh,6-Month,183,417.0,42,133,105
ER0661,Web,central_online_wh,1-Month,30,93.0,35,159,123
ER0661,Web,central_online_wh,3-Month,90,273.0,36,157,121
ER0661,Web,central_online_wh,6-Month,183,551.0,35,156,121
ER0662,App,central_online_wh,1-Month,30,0.0,0,0,10
ER0662,App,central_online_wh,3-Month,90,0.0,0,0,10
ER0662,App,central_online_wh,6-Month,183,0.0,0,0,10
ER0662,Offline,central_offline_wh,1-Month,30,8.0,4,14,36
ER0662,Offline,central_offline_wh,3-Month,90,26.0,4,15,37
ER0662,Offline,central_offline_wh,6-Month,183,52.0,4,15,37
ER0662,Web,central_online_wh,1-Month,30,0.0,0,0,10
ER0662,Web,central_online_wh,3-Month,90,0.0,0,0,10
ER0662,Web,central_online_wh,6-Month,183,0.0,0,0,10
ER0665,App,central_online_wh,1-Month,30,13.0,7,24,46
ER0665,App,central_online_wh,3-Month,90,39.0,6,24,46
ER0665,App,central_online_wh,6-Month,183,78.0,6,23,46
ER0665,Offline,central_offline_wh,1-Month,30,18.0,12,36,54
ER0665,Offline,central_offline_wh,3-Month,90,52.0,12,35,53
ER0665,Offline,central_offline_wh,6-Month,183,104.0,12,34,53
ER0665,Web,central_online_wh,1-Month,30,56.0,22,97,95
ER0665,Web,central_online_wh,3-Month,90,169.0,21,97,96
ER0665,Web,central_online_wh,6-Month,183,342.0,21,96,95
ER0672,App,central_online_wh,1-Month,30,9.0,4,16,38
ER0672,App,central_online_wh,3-Month,90,26.0,4,15,37
ER0672,App,central_online_wh,6-Month,183,53.0,4,15,38
ER0672,Offline,central_offline_wh,1-Month,30,9.0,4,16,38
ER0672,Offline,central_offline_wh,3-Month,90,26.0,4,15,37
ER0672,Offline,central_offline_wh,6-Month,183,52.0,4,15,37
ER0672,Web,central_online_wh,1-Month,30,12.0,6,22,44
ER0672,Web,central_online_wh,3-Month,90,37.0,6,22,45
ER0672,Web,central_online_wh,6-Month,183,78.0,6,23,46
ER0673,App,central_online_wh,1-Month,30,34.0,15,60,74
ER0673,App,central_online_wh,3-Month,90,104.0,15,61,75
ER0673,App,central_online_wh,6-Month,183,210.0,15,61,75
ER0673,Offline,central_offline_wh,1-Month,30,26.0,12,46,65
ER0673,Offline,central_offline_wh,3-Month,90,78.0,12,46,65
ER0673,Offline,central_offline_wh,6-Month,183,156.0,12,46,64
ER0673,Web,central_online_wh,1-Month,30,37.0,12,61,77
ER0673,Web,central_online_wh,3-Month,90,103.0,12,58,75
ER0673,Web,central_online_wh,6-Month,183,210.0,12,58,75
ER0677,App,central_online_wh,1-Month,30,14.0,8,27,48
ER0677,App,central_online_wh,3-Month,90,39.0,8,25,46
ER0677,App,central_online_wh,6-Month,183,78.0,8,25,46
ER0677,Offline,central_offline_wh,1-Month,30,0.0,0,0,10
ER0677,Offline,central_offline_wh,3-Month,90,0.0,0,0,10
ER0677,Offline,central_offline_wh,6-Month,183,0.0,0,0,10
ER0677,Web,central_online_wh,1-Month,30,26.0,10,45,65
ER0677,Web,central_online_wh,3-Month,90,78.0,10,45,65
ER0677,Web,central_online_wh,6-Month,183,156.0,10,44,64
ER0678,App,central_online_wh,1-Month,30,4.0,4,9,25
ER0678,App,central_online_wh,3-Month,90,13.0,4,9,27
ER0678,App,central_online_wh,6-Month,183,26.0,4,9,26
ER0678,Offline,central_offline_wh,1-Month,30,13.0,8,25,46
ER0678,Offline,central_offline_wh,3-Month,90,39.0,8,25,46
ER0678,Offline,central_offline_wh,6-Month,183,78.0,8,25,46
ER0678,Web,central_online_wh,1-Month,30,4.0,4,9,25
ER0678,Web,central_online_wh,3-Month,90,13.0,4,9,27
ER0678,Web,central_online_wh,6-Month,183,26.0,4,9,26
ER0680,App,central_online_wh,1-Month,30,4.0,3,8,25
ER0680,App,central_online_wh,3-Month,90,12.0,3,8,25
ER0680,App,central_online_wh,6-Month,183,26.0,3,9,26
ER0680,Offline,central_offline_wh,1-Month,30,10.0,6,19,40
ER0680,Offline,central_offline_wh,3-Month,90,26.0,6,17,37
ER0680,Offline,central_offline_wh,6-Month,183,54.0,6,18,38
ER0680,Web,central_online_wh,1-Month,30,0.0,0,0,10
ER0680,Web,central_online_wh,3-Month,90,0.0,0,0,10
ER0680,Web,central_online_wh,6-Month,183,0.0,0,0,10
ER0684,App,central_online_wh,1-Month,30,36.0,19,67,76
ER0684,App,central_online_wh,3-Month,90,104.0,19,65,75
ER0684,App,central_online_wh,6-Month,183,208.0,19,64,74
ER0684,Offline,central_offline_wh,1-Month,30,0.0,0,0,10
ER0684,Offline,central_offline_wh,3-Month,90,0.0,0,0,10
ER0684,Offline,central_offline_wh,6-Month,183,0.0,0,0,10
ER0684,Web,central_online_wh,1-Month,30,73.0,25,123,109
ER0684,Web,central_online_wh,3-Month,90,221.0,25,123,109
ER0684,Web,central_online_wh,6-Month,183,442.0,25,121,108
ER0686,App,central_online_wh,1-Month,30,67.0,28,117,104
ER0686,App,central_online_wh,3-Month,90,182.0,27,108,99
ER0686,App,central_online_wh,6-Month,183,371.0,27,108,99
ER0686,Offline,central_offline_wh,1-Month,30,17.0,8,30,53
ER0686,Offline,central_offline_wh,3-Month,90,52.0,8,31,53
ER0686,Offline,central_offline_wh,6-Month,183,104.0,8,30,53
ER0686,Web,central_online_wh,1-Month,30,123.0,43,207,141
ER0686,Web,central_online_wh,3-Month,90,364.0,41,202,140
ER0686,Web,central_online_wh,6-Month,183,739.0,41,202,140
ER0688,App,central_online_wh,1-Month,30,51.0,27,95,91
ER0688,App,central_online_wh,3-Month,90,156.0,27,96,92
ER0688,App,central_online_wh,6-Month,183,312.0,27,95,91
ER0688,Offline,central_offline_wh,1-Month,30,20.0,15,41,57
ER0688,Offline,central_offline_wh,3-Month,90,52.0,14,37,53
ER0688,Offline,central_offline_wh,6-Month,183,105.0,14,37,53
ER0688,Web,central_online_wh,1-Month,30,72.0,38,134,108
ER0688,Web,central_online_wh,3-Month,90,221.0,38,136,109
ER0688,Web,central_online_wh,6-Month,183,446.0,38,135,109
ER0690,App,central_online_wh,1-Month,30,4.0,3,8,25
ER0690,App,central_online_wh,3-Month,90,13.0,3,9,27
ER0690,App,central_online_wh,6-Month,183,26.0,3,9,26
ER0690,Offline,central_offline_wh,1-Month,30,30.0,9,49,70
ER0690,Offline,central_offline_wh,3-Month,90,91.0,9,49,70
ER0690,Offline,central_offline_wh,6-Month,183,182.0,9,48,70
ER0690,Web,central_online_wh,1-Month,30,4.0,3,8,25
ER0690,Web,central_online_wh,3-Month,90,13.0,3,9,27
ER0690,Web,central_online_wh,6-Month,183,26.0,3,9,26
ER0693,App,central_online_wh,1-Month,30,20.0,11,37,57
ER0693,App,central_online_wh,3-Month,90,65.0,11,40,59
ER0693,App,central_online_wh,6-Month,183,130.0,11,39,59
ER0693,Offline,central_offline_wh,1-Month,30,10.0,5,18,40
ER0693,Offline,central_offline_wh,3-Month,90,26.0,5,16,37
ER0693,Offline,central_offline_wh,6-Month,183,53.0,5,16,38
ER0693,Web,central_online_wh,1-Month,30,34.0,12,57,74
ER0693,Web,central_online_wh,3-Month,90,102.0,12,57,74
ER0693,Web,central_online_wh,6-Month,183,210.0,12,58,75
ER0694,App,central_online_wh,1-Month,30,51.0,20,88,91
ER0694,App,central_online_wh,3-Month,90,155.0,19,88,92
ER0694,App,central_online_wh,6-Month,183,315.0,19,88,92
ER0694,Offline,central_offline_wh,1-Month,30,12.0,9,25,44
ER0694,Offline,central_offline_wh,3-Month,90,39.0,10,27,46
ER0694,Offline,central_offline_wh,6-Month,183,78.0,9,27,46
ER0694,Web,central_online_wh,1-Month,30,124.0,45,211,142
ER0694,Web,central_online_wh,3-Month,90,363.0,46,207,140
ER0694,Web,central_online_wh,6-Month,183,734.0,46,206,140
ER0695,App,central_online_wh,1-Month,30,0.0,0,0,10
ER0695,App,central_online_wh,3-Month,90,0.0,0,0,10
ER0695,App,central_online_wh,6-Month,183,0.0,0,0,10
ER0695,Offline,central_offline_wh,1-Month,30,4.0,3,8,25
ER0695,Offline,central_offline_wh,3-Month,90,13.0,3,9,27
ER0695,Offline,central_offline_wh,6-Month,183,26.0,3,9,26
ER0695,Web,central_online_wh,1-Month,30,0.0,0,0,10
ER0695,Web,central_online_wh,3-Month,90,0.0,0,0,10
ER0695,Web,central_online_wh,6-Month,183,0.0,0,0,10
ER0700,App,central_online_wh,1-Month,30,0.0,0,0,10
ER0700,App,central_online_wh,3-Month,90,0.0,0,0,10
ER0700,App,central_online_wh,6-Month,183,0.0,0,0,10
ER0700,Offline,central_offline_wh,1-Month,30,5.0,3,10,28
ER0700,Offline,central_offline_wh,3-Month,90,13.0,3,9,27
ER0700,Offline,central_offline_wh,6-Month,183,26.0,3,9,26
ER0700,Web,central_online_wh,1-Month,30,0.0,0,0,10
ER0700,Web,central_online_wh,3-Month,90,0.0,0,0,10
ER0700,Web,central_online_wh,6-Month,183,0.0,0,0,10
ER0703,App,central_online_wh,1-Month,30,0.0,0,0,10
ER0703,App,central_online_wh,3-Month,90,0.0,0,0,10
ER0703,App,central_online_wh,6-Month,183,0.0,0,0,10
ER0703,Offline,central_offline_wh,1-Month,30,0.0,0,0,10
ER0703,Offline,central_offline_wh,3-Month,90,0.0,0,0,10
ER0703,Offline,central_offline_wh,6-Month,183,0.0,0,0,10
ER0703,Web,central_online_wh,1-Month,30,0.0,0,0,10
ER0703,Web,central_online_wh,3-Month,90,0.0,0,0,10
ER0703,Web,central_online_wh,6-Month,183,0.0,0,0,10
ER0706,App,central_online_wh,1-Month,30,10.0,4,17,40
ER0706,App,central_online_wh,3-Month,90,26.0,4,15,37
ER0706,App,central_online_wh,6-Month,183,53.0,4,15,38
ER0706,Offline,central_offline_wh,1-Month,30,12.0,8,24,44
ER0706,Offline,central_offline_wh,3-Month,90,39.0,9,26,46
ER0706,Offline,central_offline_wh,6-Month,183,78.0,9,26,46
ER0706,Web,central_online_wh,1-Month,30,22.0,6,35,60
ER0706,Web,central_online_wh,3-Month,90,65.0,6,35,59
ER0706,Web,central_online_wh,6-Month,183,131.0,6,34,59
ER0707,App,central_online_wh,1-Month,30,8.0,4,14,36
ER0707,App,central_online_wh,3-Month,90,26.0,4,15,37
ER0707,App,central_online_wh,6-Month,183,52.0,4,15,37
ER0707,Offline,central_offline_wh,1-Month,30,4.0,3,8,25
ER0707,Offline,central_offline_wh,3-Month,90,13.0,3,9,27
ER0707,Offline,central_offline_wh,6-Month,183,26.0,3,9,26
ER0707,Web,central_online_wh,1-Month,30,4.0,3,8,25
ER0707,Web,central_online_wh,3-Month,90,13.0,3,9,27
ER0707,Web,central_online_wh,6-Month,183,26.0,3,9,26
ER0708,App,central_online_wh,1-Month,30,0.0,0,0,10
ER0708,App,central_online_wh,3-Month,90,0.0,0,0,10
ER0708,App,central_online_wh,6-Month,183,0.0,0,0,10
ER0708,Offline,central_offline_wh,1-Month,30,17.0,8,30,53
ER0708,Offline,central_offline_wh,3-Month,90,52.0,8,31,53
ER0708,Offline,central_offline_wh,6-Month,183,105.0,8,31,53
ER0708,Web,central_online_wh,1-Month,30,4.0,4,9,25
ER0708,Web,central_online_wh,3-Month,90,13.0,4,9,27
ER0708,Web,central_online_wh,6-Month,183,26.0,4,9,26
ER0716,App,central_online_wh,1-Month,30,20.0,11,37,57
ER0716,App,central_online_wh,3-Month,90,65.0,11,40,59
ER0716,App,central_online_wh,6-Month,183,130.0,11,39,59
ER0716,Offline,central_offline_wh,1-Month,30,20.0,12,39,57
ER0716,Offline,central_offline_wh,3-Month,90,65.0,12,41,59
ER0716,Offline,central_offline_wh,6-Month,183,130.0,12,41,59
ER0716,Web,central_online_wh,1-Month,30,4.0,4,9,25
ER0716,Web,central_online_wh,3-Month,90,13.0,4,9,27
ER0716,Web,central_online_wh,6-Month,183,26.0,4,9,26
ER0730,App,central_online_wh,1-Month,30,29.0,11,50,69
ER0730,App,central_online_wh,3-Month,90,91.0,12,52,70
ER0730,App,central_online_wh,6-Month,183,182.0,11,51,70
ER0730,Offline,central_offline_wh,1-Month,30,20.0,7,34,57
ER0730,Offline,central_offline_wh,3-Month,90,65.0,7,36,59
ER0730,Offline,central_offline_wh,6-Month,183,130.0,7,36,59
ER0730,Web,central_online_wh,1-Month,30,25.0,11,44,64
ER0730,Web,central_online_wh,3-Month,90,78.0,11,46,65
ER0730,Web,central_online_wh,6-Month,183,156.0,11,45,64
ER0746,App,central_online_wh,1-Month,30,40.0,40,93,81
ER0746,App,central_online_wh,3-Month,90,129.0,41,98,84
ER0746,App,central_online_wh,6-Month,183,260.0,40,97,83
ER0746,Offline,central_offline_wh,1-Month,30,44.0,20,78,84
ER0746,Offline,central_offline_wh,3-Month,90,130.0,20,77,84
ER0746,Offline,central_offline_wh,6-Month,183,261.0,19,77,83
ER0746,Web,central_online_wh,1-Month,30,107.0,59,201,132
ER0746,Web,central_online_wh,3-Month,90,337.0,60,210,135
ER0746,Web,central_online_wh,6-Month,183,677.0,59,207,134
ER0749,App,central_online_wh,1-Month,30,4.0,3,8,25
ER0749,App,central_online_wh,3-Month,90,13.0,3,9,27
ER0749,App,central_online_wh,6-Month,183,26.0,3,9,26
ER0749,Offline,central_offline_wh,1-Month,30,8.0,4,14,36
ER0749,Offline,central_offline_wh,3-Month,90,26.0,4,15,37
ER0749,Offline,central_offline_wh,6-Month,183,52.0,4,15,37
ER0749,Web,central_online_wh,1-Month,30,0.0,0,0,10
ER0749,Web,central_online_wh,3-Month,90,0.0,0,0,10
ER0749,Web,central_online_wh,6-Month,183,0.0,0,0,10
ER0750,App,central_online_wh,1-Month,30,0.0,0,0,10
ER0750,App,central_online_wh,3-Month,90,0.0,0,0,10
ER0750,App,central_online_wh,6-Month,183,0.0,0,0,10
ER0750,Offline,central_offline_wh,1-Month,30,0.0,0,0,10
ER0750,Offline,central_offline_wh,3-Month,90,0.0,0,0,10
ER0750,Offline,central_offline_wh,6-Month,183,0.0,0,0,10
ER0750,Web,central_online_wh,1-Month,30,0.0,0,0,10
ER0750,Web,central_online_wh,3-Month,90,0.0,0,0,10
ER0750,Web,central_online_wh,6-Month,183,0.0,0,0,10
ER0755,App,central_online_wh,1-Month,30,50.0,21,88,90
ER0755,App,central_online_wh,3-Month,90,156.0,21,91,92
ER0755,App,central_online_wh,6-Month,183,312.0,21,90,91
ER0755,Offline,central_offline_wh,1-Month,30,13.0,5,23,46
ER0755,Offline,central_offline_wh,3-Month,90,39.0,5,23,46
ER0755,Offline,central_offline_wh,6-Month,183,78.0,5,22,46
ER0755,Web,central_online_wh,1-Month,30,38.0,25,76,79
ER0755,Web,central_online_wh,3-Month,90,117.0,26,78,80
ER0755,Web,central_online_wh,6-Month,183,234.0,25,76,79
ER0778,App,central_online_wh,1-Month,30,0.0,0,0,10
ER0778,App,central_online_wh,3-Month,90,0.0,0,0,10
ER0778,App,central_online_wh,6-Month,183,0.0,0,0,10
ER0778,Offline,central_offline_wh,1-Month,30,0.0,0,0,10
ER0778,Offline,central_offline_wh,3-Month,90,0.0,0,0,10
ER0778,Offline,central_offline_wh,6-Month,183,0.0,0,0,10
ER0778,Web,central_online_wh,1-Month,30,0.0,0,0,10
ER0778,Web,central_online_wh,3-Month,90,0.0,0,0,10
ER0778,Web,central_online_wh,6-Month,183,0.0,0,0,10
ER0801,App,central_online_wh,1-Month,30,67.0,15,104,104
ER0801,App,central_online_wh,3-Month,90,207.0,14,106,106
ER0801,App,central_online_wh,6-Month,183,416.0,15,105,105
ER0801,Offline,central_offline_wh,1-Month,30,9.0,5,17,38
ER0801,Offline,central_offline_wh,3-Month,90,26.0,5,16,37
ER0801,Offline,central_offline_wh,6-Month,183,53.0,5,16,38
ER0801,Web,central_online_wh,1-Month,30,59.0,20,99,98
ER0801,Web,central_online_wh,3-Month,90,180.0,20,100,99
ER0801,Web,central_online_wh,6-Month,183,364.0,20,100,98
ER0804,App,central_online_wh,1-Month,30,8.0,4,14,36
ER0804,App,central_online_wh,3-Month,90,26.0,4,15,37
ER0804,App,central_online_wh,6-Month,183,52.0,4,15,37
ER0804,Offline,central_offline_wh,1-Month,30,0.0,0,0,10
ER0804,Offline,central_offline_wh,3-Month,90,0.0,0,0,10
ER0804,Offline,central_offline_wh,6-Month,183,0.0,0,0,10
ER0804,Web,central_online_wh,1-Month,30,20.0,9,36,57
ER0804,Web,central_online_wh,3-Month,90,65.0,9,38,59
ER0804,Web,central_online_wh,6-Month,183,130.0,9,38,59
ER0808,App,central_online_wh,1-Month,30,5.0,3,10,28
ER0808,App,central_online_wh,3-Month,90,13.0,3,9,27
ER0808,App,central_online_wh,6-Month,183,27.0,3,9,27
ER0808,Offline,central_offline_wh,1-Month,30,17.0,6,29,53
ER0808,Offline,central_offline_wh,3-Month,90,52.0,6,29,53
ER0808,Offline,central_offline_wh,6-Month,183,104.0,6,29,53
ER0808,Web,central_online_wh,1-Month,30,10.0,6,19,40
ER0808,Web,central_online_wh,3-Month,90,26.0,6,17,37
ER0808,Web,central_online_wh,6-Month,183,52.0,6,17,37
ER0810,App,central_online_wh,1-Month,30,4.0,4,9,25
ER0810,App,central_online_wh,3-Month,90,13.0,4,9,27
ER0810,App,central_online_wh,6-Month,183,26.0,4,9,26
ER0810,Offline,central_offline_wh,1-Month,30,26.0,9,44,65
ER0810,Offline,central_offline_wh,3-Month,90,78.0,9,43,65
ER0810,Offline,central_offline_wh,6-Month,183,158.0,9,43,65
ER0810,Web,central_online_wh,1-Month,30,5.0,4,11,28
ER0810,Web,central_online_wh,3-Month,90,13.0,4,9,27
ER0810,Web,central_online_wh,6-Month,183,27.0,4,10,27
ER0866,App,central_online_wh,1-Month,30,0.0,0,0,10
ER0866,App,central_online_wh,3-Month,90,0.0,0,0,10
ER0866,App,central_online_wh,6-Month,183,0.0,0,0,10
ER0866,Offline,central_offline_wh,1-Month,30,0.0,0,0,10
ER0866,Offline,central_offline_wh,3-Month,90,0.0,0,0,10
ER0866,Offline,central_offline_wh,6-Month,183,0.0,0,0,10
ER0866,Web,central_online_wh,1-Month,30,0.0,0,0,10
ER0866,Web,central_online_wh,3-Month,90,0.0,0,0,10
ER0866,Web,central_online_wh,6-Month,183,0.0,0,0,10
ER0869,App,central_online_wh,1-Month,30,20.0,6,32,57
ER0869,App,central_online_wh,3-Month,90,65.0,6,35,59
ER0869,App,central_online_wh,6-Month,183,130.0,6,34,59
ER0869,Offline,central_offline_wh,1-Month,30,28.0,10,47,67
ER0869,Offline,central_offline_wh,3-Month,90,78.0,9,44,65
ER0869,Offline,central_offline_wh,6-Month,183,157.0,9,43,65
ER0869,Web,central_online_wh,1-Month,30,19.0,9,34,56
ER0869,Web,central_online_wh,3-Month,90,52.0,9,32,53
ER0869,Web,central_online_wh,6-Month,183,104.0,9,31,53
ER087,App,central_online_wh,1-Month,30,30.0,12,52,70
ER087,App,central_online_wh,3-Month,90,91.0,12,53,70
